#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
540,05/19/2022 06:41:09,21.62,,,,
541,05/19/2022 06:46:09,21.75,,,,
542,05/19/2022 06:51:09,22.09,,,,
543,05/19/2022 06:56:09,22.56,,,,
544,05/19/2022 07:01:09,22.73,,,,
545,05/19/2022 07:06:09,22.91,,,,
546,05/19/2022 07:11:09,22.95,,,,
547,05/19/2022 07:16:09,23.16,,,,
548,05/19/2022 07:21:09,23.34,,,,
549,05/19/2022 07:26:09,23.38,,,,
550,05/19/2022 07:31:09,23.55,,,,
551,05/19/2022 07:36:09,23.72,,,,
552,05/19/2022 07:41:09,24.06,,,,
553,05/19/2022 07:46:09,24.36,,,,
554,05/19/2022 07:51:09,24.75,,,,
555,05/19/2022 07:56:09,25.09,,,,
556,05/19/2022 08:01:09,25.39,,,,
557,05/19/2022 08:06:09,25.65,,,,
558,05/19/2022 08:11:09,25.78,,,,
559,05/19/2022 08:16:09,26.17,,,,
560,05/19/2022 08:21:09,26.25,,,,
561,05/19/2022 08:26:09,26.34,,,,
562,05/19/2022 08:31:09,26.55,,,,
563,05/19/2022 08:36:09,26.60,,,,
564,05/19/2022 08:41:09,26.72,,,,
565,05/19/2022 08:46:09,26.90,,,,
566,05/19/2022 08:51:09,27.24,,,,
567,05/19/2022 08:56:09,27.50,,,,
568,05/19/2022 09:01:09,27.93,,,,
569,05/19/2022 09:06:09,27.93,,,,
570,05/19/2022 09:11:09,27.97,,,,
571,05/19/2022 09:16:09,27.97,,,,
572,05/19/2022 09:21:09,28.18,,,,
573,05/19/2022 09:26:09,28.53,,,,
574,05/19/2022 09:31:09,28.74,,,,
575,05/19/2022 09:36:09,29.26,,,,
576,05/19/2022 09:41:09,29.38,,,,
577,05/19/2022 09:46:09,29.17,,,,
578,05/19/2022 09:51:09,29.43,,,,
579,05/19/2022 09:56:09,29.64,,,,
580,05/19/2022 10:01:09,29.86,,,,
581,05/19/2022 10:06:09,30.07,,,,
582,05/19/2022 10:11:09,30.20,,,,
583,05/19/2022 10:16:09,30.03,,,,
584,05/19/2022 10:21:09,30.37,,,,
585,05/19/2022 10:26:09,30.37,,,,
586,05/19/2022 10:31:09,30.20,,,,
587,05/19/2022 10:36:09,30.16,,,,
588,05/19/2022 10:41:09,30.20,,,,
589,05/19/2022 10:46:09,30.50,,,,
590,05/19/2022 10:51:09,30.89,,,,
591,05/19/2022 10:56:09,31.23,,,,
592,05/19/2022 11:01:09,31.23,,,,
593,05/19/2022 11:06:09,31.31,,,,
594,05/19/2022 11:11:09,31.70,,,,
